sentence,label
It was the first important victory of the Russian fleet in its history.,0
He had a good sense of humor.,0
Another mean by which Yiguandao expanded in Taiwan was that of charity.,0
You're my BBFF .,1
They are but objects to men.,0
He ATMed her.,1
I would sure like to eat her pink taco .,1
Your uncle is mad as a hatter .,1
Person A: Did you go to the movies with that guy? Person B: Yes. Person C: Cool bananas !,1
I'm zapped .  I'm going to bed.,1
It was also standard on the Isle of Wight rail system.,0
She quietly signed a new contract the terms of which were never made public.,0
"Let's go cougar hunting tonight, boys.",1
"Eww , look at that smore walking down the street. She needs to put some clothes on.",1
That concert was awesome - the lead guiatrist was really in the zone .,1
There is a large diaspora in North America South America Europe Australia and Africa.,0
This reciprocal space plane is the Bragg plane.,0
"No, the name Jamie in England always refers to a geezer .",1
Hey! What are you ppl doing this weekend.,1
Devices that cannot be adequately sterilized such as horn and bone are not recommended.,0
"You can criticize Frank, but Matt is jake with me.",1
That bitch is eleventeen .,1
CAE lick their elbow?,1
That old guy is a blowbag .,1
But I dont drink.,0
That looks whopperjawed .,1
The Amblève flows through the towns of Amel Stavelot TroisPonts Remouchamps and Aywaille.,0
I think Bob's girlfriend is going to just friend him.,1
He heard too a warning Hush.,0
It is governed by a homeowners association with significant architectural restrictions.,0
"Who's your tin plate , Nicolas?",1
Just pick up a first aid kit to restore your health.,0
Man carries bike over obstacle.,0
I got rolled by the five-oh the other day.,1
Since its premiere the show has constantly received both high ratings and critical acclaim.,0
In addition the states Massachusetts Hospital School is in Canton.,0
The Thunder Bay National Marine Sanctuary is located in the city.,0
This is Danny.,0
"When that guy hit my car, I was so choked .",1
The most prominent lost land mentioned in Hollow Earth theory would be Agartha.,0
"Person A: You want a shot? Person B: No, I'm good. Person A: You are such a bitch face .",1
Please be rest assured that we will keep your data safe.,0
That kitten is so kawaii !,1
Are those new zips you are wearing?,1
He served as an elder at First Presbyterian church of Greenville.,0
Ethics of the city government dominated the headlines for much of Campbells term.,0
Weather at Norfolk Island.,0
Turpins funeral was held in the chapel of Oriel College.,0
Speaker: Do you want to shop for monitors? Response: ACK .,1
It is named after the ancient town Scillus which was located in the area.,0
Carry my friends through the toughest levels in dash lite .,1
The smallholder maintains the gardens and the consumers pay to harvest their own produce.,0
The latter two are connected by a car ferry.,0
I raised the eyebrows again.,0
On flying units the station commander normally holds the rank of group captain.,0
Damn! Look at them whoopie cakes jiggle!,1
Let us begin at the beginning.,0
He has that situation saucered and blown .,1
"Ok, Buster ! You're grounded for a week!",1
Just submit your resume as it is. Don't santos it.,1
I just finished making my game modification. woot !,1
"Close your bedroom door, it smells like badussy !",1
That dude just stole from the cops.  What a BAMF !,1
Other military grievances included frequent purges and reshufflings of the top ranks.,0
The squadron was disbanded again the following year.,0
That is worth some big ching .,1
Has granpa been smoking hippie lettuce again?,1
I'm going to haze him about that girl he hooked up with last night.,1
I heard about that fool his a leva .,1
I need to 86 my job.,1
Matt will never see any bush .,1
The song has since been recorded many times.,0
We're gonna win a shit-ton of cash when we go to Vegas.,1
Anthony was married four times.,0
Please hand me that dewjigger over there.,1
"Geeze , that was a terrible meal!",1
My frindle is pink.,1
A strong science connection has be revived with regular Science at the Savile talks.,0
Man sits on stool beside toys.,0
Her reallife husband Andrew Upton wrote produced and directed the film.,0
"Man , I got to go throw a whiz .",1
"Dude! Quit fucking around , we got to get back to work!",1
Seoul has two main airports one at Incheon and another one at Gimpo.,0
A female wearing a short white skirt and high heels leans against the wall as people wander around the busy street.,0
Look at all that bling on her hand.,1
He/She is a real Buju .,1
The railroad was prominent in Clyde.,0
Nigel hasn't fucked around a day in his life.,1
Its called the principle of favorability.,0
Why heres an extraordinary thing.,0
"Don't worry, he's just a tongue fu expert.",1
You got knocked ?  Who ya baby daddy ?,1
Page Kennedy was an active and popular Viner.,0
Entry into the host cell is achieved by penetration into the host cell.,0
"I was so drunk, I honked all night long.",1
She is our little lass .,1
Last night's visit to the strip club is definitely going in the spank bank .,1
I don't have a clue what's going on.  You are lost in the sauce .,1
Many other European languages have one lateral and one rhotic phoneme.,0
The only inland freshwater fleet is at Dromineer on Lough Derg.,0
I had to ditch that xbox - she was messin' up my game .,1
The Tropic of Capricorn is on the Southern Hemisphere of the earth.,0
I'm just going on a mooch .,1
Bay Point is unincorporated.,0
I'll be there as soon as I flush this note to my parents.,1
Billy is such a stupid skunt .,1
He now resides in Hickory North Carolina and is married to Christina.,0
ZOMG I love glitter!  It's so kawaii !,1
It moved east down Broadway destroying several buildings.,0
That is the only good that has ever come of it.,0
You're the only huckleberry on the bush.,1
Tell me the composition of this material.,0
She was the second woman and first francophone woman to hold this position.,0
"Oh, ignore him, he's just a troll .",1
You mofo ...,1
I bumped into your mom at the grocery store last week.,1
His parents objected to his marriage to a girl from the wrong side of the tracks .,1
"Dude , that spider is ginourmous !",1
Nonthreaded nozzles are called filling funnels and may be difficult to use.,0
Popullution caused unemployment and the price of houses to skyrocket.,1
Uniquely he was selected to play in defence midfield and attack for Scotland.,0
Shotty the chocolate ice cream!,1
The famous Ukrainian photographer Yuri Kosin works in Irpin.,0
The entire fleet was grounded pending an investigation.,0
A red tree standing in front of a white building with a white Range Rover parked beneath it.,0
You're an old sprucer .,1
My dog dropped a deuce on the curb.,1
"That apple pie is so larapin , it would make a puppy pull a freight train.",1
After World War One inflation great depression and high unemployment interrupted the further development.,0
"Aye, run them pockets , boy. I gots to eat.",1
She is the aunt of Dakota and Elle Fanning.,0
She's in the bathroom worshiping the porcelain goddess .,1
The song Buy Broom Buzzems from Northern England refers to both types of twig.,0
Wear my heart upon my sleeve.,0
"Hi bill, I gotta Private Pee Message Frank.",1
My local sports team FTW !  That other sports team FTL .,1
I can't believe you wore your budgie smugglers to my aunt's birthday party.,1
He efed up my car!  What an efing jerk!,1
Let's rock the Corvette to the beach.,1
It's a bit dodgy in the way it's been put together.,1
That game we played last night was matrix .,1
"After moving to the desert, Maria, a self-taught Russian florist , opened a flower shop, creating stunning arrangements in a place where flowers rarely bloom. <a href=""https://traffi road game</a>",1
"It's 4:20 , time to light up.",1
He thought he was gonna twerk something when he went to her house.,1
Tour de France revived interest in cycling and healthy living in our community.,0
